stocks,weights,corr_min,corr_max,corr_mean,corr_std,return,sigma,sharpe,information,modigliani,config
74//3//85//46,0.25//0.25//0.25//0.25,0.6331715828089814,0.8929731324525,0.8027053536412775,0.0895606636691974,2.0965895780262094,0.4329264367469244,4.822273256660944,8.478387686653608,1.1983787514465396,Splex_indextrack2_uniform_weight_returns_2_return
10//29//23,0.3333333333333333//0.3333333333333333//0.3333333333333333,-0.6645906428585429,0.4103170423486774,-0.1593750148894256,0.4833007679512582,1.992302215292253,0.5478787681001616,3.6201479793968825,4.877711024932461,1.4850447847058876,Splex_indextrack1_uniform_weight_returns_2_return
74//3//85//46,0.3166795650111084//0.6833204349888916//0.0//0.0,0.6331715828089814,0.8929731324525,0.8027053536412775,0.0895606636691974,2.064679882179206,0.5905228114229524,3.4812878392038726,8.349022388850635,0.867606608274935,Splex_indextrack2_MVO_weight_2_sharpe
74//3//85//46,0.9139236386905683//0.0//0.0//0.0860763613094318,0.6331715828089814,0.8929731324525,0.8027053536412775,0.0895606636691974,1.731932831951604,0.4866495394677169,3.5406030258164987,7.000030488327803,0.8822374992175728,Splex_indextrack2_MVO_weight_2_volatility
10//23//29,0.05144972372661544//0.09717131660059547//0.8513789596727891,-0.6645906428585429,0.4103170423486774,-0.1593750148894256,0.4833007679512582,5.205944008271381,0.9534940751473974,5.45052574916943,12.75895611951626,2.231396208534004,Splex_indextrack1_HRP_weight_2
51//84//86//76,0.0//0.17492610947809048//0.33284616942881434//0.4922277210930952,0.8243568028323837,0.9312332344133604,0.8701037309853102,0.0400638425504986,2.46113573603899,0.5717260116776326,4.289179932260423,8.51831229037202,1.2456341500595702,Splex_indextrack4_CLA_weight_2_volatility
51//84//86//76,0.0//0.1749261094780906//0.3328461694288144//0.492227721093095,0.8243568028323837,0.9312332344133604,0.8701037309853102,0.0400638425504986,2.46113573603899,0.5717260116776326,4.289179932260423,8.51831229037202,1.2456341500595702,Splex_indextrack4_MVO_weight_2_volatility
3//21//29//38//81//82,0.13380521381711188//0.5083367860950906//0.011989542461509772//0.00720707516157745//0.21610261343514248//0.12255876902956785,0.0523935181050854,0.9037478652434,0.5405361186879368,0.2990745155388112,0.8231390865355236,0.328571820706764,2.478116001500312,3.5837109652204706,0.5757758740337398,Splex_indextrack3_HRP_weight_2
3//46//74//85,0.017562295382025177//0.07220113134239432//0.6171804177257747//0.2930561555498058,0.6331715828089814,0.8929731324525,0.8027053536412775,0.0895606636691974,1.6235664083491752,0.4642097398241599,3.4783122149931667,6.560701491637043,0.866872630422055,Splex_indextrack2_HRP_weight_2
81//82//3//21//38//29,0.2401224442459304//0.0//0.0509521491374528//0.5725616856936303//0.1363637209229866//0.0,0.0523935181050854,0.9037478652434,0.5405361186879368,0.2990745155388112,0.9119514829108174,0.3441975407231985,2.6236430423454005,3.971957194545984,0.6090655862282691,Splex_indextrack3_MVO_weight_2_volatility
74//3//85//46,0.9139236386905681//0.0//0.0//0.08607636130943175,0.6331715828089814,0.8929731324525,0.8027053536412775,0.0895606636691974,1.7319328319516036,0.4866495394677169,3.5406030258164978,7.000030488327801,0.8822374992175726,Splex_indextrack2_CLA_weight_2_volatility
10//29//23,0.08441117664914399//0.915588823350856//0.0,-0.6645906428585429,0.4103170423486774,-0.1593750148894256,0.4833007679512582,5.618416090013388,1.0206827140626944,5.495847056805186,13.77051676637616,2.249876340363785,Splex_indextrack1_CLA_weight_2_volatility
51//76//84//86,0.009252182834347507//0.7028833492333495//0.006020327425162312//0.28184414050714063,0.8243568028323837,0.9312332344133604,0.8701037309853102,0.0400638425504986,2.585764726990422,0.6271083336829548,4.109122122260297,8.95054436461449,1.193716616608196,Splex_indextrack4_HRP_weight_2
10//29//23,0.084411176649144//0.9155888233508562//0.0,-0.6645906428585429,0.4103170423486774,-0.1593750148894256,0.4833007679512582,5.6184160900133895,1.0206827140626944,5.495847056805188,13.770516766376169,2.249876340363786,Splex_indextrack1_MVO_weight_2_return
74//3//85//46,0.20485344124172009//0.7838876595662695//0.011258899192010292//0.0,0.6331715828089814,0.8929731324525,0.8027053536412775,0.0895606636691974,2.1310448253957115,0.6477183226586027,3.276339036828891,8.618072920828263,0.8170532214002441,Splex_indextrack2_CLA_weight_2_sharpe
81//82//3//21//38//29,0.16666666666666666//0.16666666666666666//0.16666666666666666//0.16666666666666666//0.16666666666666666//0.16666666666666666,0.0523935181050854,0.9037478652434,0.5405361186879368,0.2990745155388112,1.0006914356195744,0.3128962378178386,3.169713520802937,4.359886734067827,0.7339807151295099,Splex_indextrack3_uniform_weight_returns_2_return
10//29//23,0.084411176649144//0.915588823350856//0.0,-0.6645906428585429,0.4103170423486774,-0.1593750148894256,0.4833007679512582,5.618416090013388,1.0206827140626944,5.495847056805186,13.77051676637616,2.249876340363785,Splex_indextrack1_MVO_weight_2_volatility
74//3//85//46,0.9121796499492114//0.019654223535462//0.0//0.0681661265153266,0.6331715828089814,0.8929731324525,0.8027053536412775,0.0895606636691974,1.7157507002579535,0.4861583391156064,3.510894626147864,6.934426406870142,0.8749095216716071,Splex_indextrack2_MVO_weight_2_return
10//29//23,0.2243240493092415//0.7756759506907585//0.0,-0.6645906428585429,0.4103170423486774,-0.1593750148894256,0.4833007679512582,4.763775874941224,0.9035947490159052,5.262177408755093,11.674567859629011,2.1545956407138585,Splex_indextrack1_MVO_weight_2_sharpe
51//84//86//76,0.25//0.25//0.25//0.25,0.8243568028323837,0.9312332344133604,0.8701037309853102,0.0400638425504986,2.3799976854296867,0.5486816685304337,4.32144505899083,8.236913334582379,1.2549374165845688,Splex_indextrack4_uniform_weight_returns_2_return
51//84//86//76,0.0//0.6140108205442603//0.3859891794557398//0.0,0.8243568028323837,0.9312332344133604,0.8701037309853102,0.0400638425504986,2.182855176602415,0.6124001608921831,3.549893215957455,7.55319348046767,1.0324695957212215,Splex_indextrack4_MVO_weight_2_sharpe
51//84//86//76,0.0//0.1749261094780906//0.3328461694288144//0.492227721093095,0.8243568028323837,0.9312332344133604,0.8701037309853102,0.0400638425504986,2.46113573603899,0.5717260116776326,4.289179932260423,8.51831229037202,1.2456341500595702,Splex_indextrack4_MVO_weight_2_return
51//84//86//76,0.0//0.6119832619295343//0.38801673807046577//1.9770830730257846e-17,0.8243568028323837,0.9312332344133604,0.8701037309853102,0.0400638425504986,2.1825647703667777,0.6120120478784679,3.5516699024173777,7.552186307990028,1.03298188218475,Splex_indextrack4_CLA_weight_2_sharpe
81//82//3//21//38//29,0.09315684525321521//0.05440462057499766//0.19395013528320132//0.2671407718873126//0.39134762700127335//0.0,0.0523935181050854,0.9037478652434,0.5405361186879368,0.2990745155388112,1.0858188020221526,0.332887830813163,3.235080115099147,4.732023737088799,0.7489335039625745,Splex_indextrack3_CLA_weight_2_sharpe
81//82//3//21//38//29,0.24012244424592985//0.0//0.05095214913745331//0.5725616856936303//0.13636372092298665//0.0,0.0523935181050854,0.9037478652434,0.5405361186879368,0.2990745155388112,0.9119514829108176,0.3441975407231984,2.623643042345402,3.971957194545986,0.6090655862282695,Splex_indextrack3_CLA_weight_2_volatility
10//29//23,0.2238689961352198//0.7761310038647802//0.0,-0.6645906428585429,0.4103170423486774,-0.1593750148894256,0.4833007679512582,4.766555510117895,0.9039503438667356,5.263182366596112,11.681384732047317,2.155005420447812,Splex_indextrack1_CLA_weight_2_sharpe
81//82//3//21//38//29,0.2401224442459304//0.0//0.0509521491374528//0.5725616856936303//0.1363637209229866//0.0,0.0523935181050854,0.9037478652434,0.5405361186879368,0.2990745155388112,0.9119514829108174,0.3441975407231985,2.6236430423454005,3.971957194545984,0.6090655862282691,Splex_indextrack3_MVO_weight_2_return
81//82//3//21//38//29,0.091367113713491//0.055077486085084//0.1956961300739808//0.2634303224902082//0.394428947637236//0.0,0.0523935181050854,0.9037478652434,0.5405361186879368,0.2990745155388112,1.0879195859238704,0.3334356159041076,3.2360657783905857,4.741207381059209,0.74915897716056,Splex_indextrack3_MVO_weight_2_sharpe
